日期,造船板价格,城市
2014/11/6,3430,上海
2014/11/7,3430,上海
2014/11/10,3410,上海
2014/11/11,3410,上海
2014/11/12,3410,上海
2014/11/13,3410,上海
2014/11/14,3410,上海
2014/11/17,3380,上海
2014/11/18,3380,上海
2014/11/19,3380,上海
2014/11/20,3380,上海
2014/11/21,3380,上海
2014/11/24,3380,上海
2014/11/25,3350,上海
2014/11/26,3340,上海
2014/11/27,3340,上海
2014/11/28,3340,上海
2014/12/1,3340,上海
2014/12/2,3340,上海
2014/12/3,3340,上海
2014/12/4,3340,上海
2014/12/5,3340,上海
2014/12/8,3340,上海
2014/12/9,3340,上海
2014/12/10,3340,上海
2014/12/11,3340,上海
2014/12/12,3340,上海
2014/12/15,3340,上海
2014/12/16,3340,上海
2014/12/17,3340,上海
2014/12/18,3340,上海
2014/12/19,3340,上海
2014/12/22,3340,上海
2014/12/23,3330,上海
2014/12/24,3320,上海
2014/12/25,3310,上海
2014/12/26,3310,上海
2014/12/29,3310,上海
2014/12/30,3310,上海
2014/12/31,3310,上海
2015/1/4,3310,上海
2015/1/5,3310,上海
2015/1/6,3300,上海
2015/1/7,3300,上海
2015/1/8,3290,上海
2015/1/9,3280,上海
2015/1/12,3270,上海
2015/1/13,3250,上海
2015/1/14,3230,上海
2015/1/15,3210,上海
2015/1/16,3200,上海
2015/1/19,3200,上海
2015/1/20,3180,上海
2015/1/21,3180,上海
2015/1/22,3180,上海
2015/1/23,3160,上海
2015/1/26,3160,上海
2015/1/27,3130,上海
2015/1/28,3130,上海
2015/1/29,3100,上海
2015/1/30,3100,上海
2015/2/2,3080,上海
2015/2/3,3080,上海
2015/2/4,3080,上海
2015/2/5,3060,上海
2015/2/6,3040,上海
2015/2/9,3040,上海
2015/2/10,3040,上海
2015/2/11,3040,上海
2015/2/12,3040,上海
2015/2/13,3040,上海
2015/2/15,3040,上海
2015/2/16,3040,上海
2015/2/17,3040,上海
2015/2/25,3040,上海
2015/2/26,3040,上海
2015/2/27,3040,上海
2015/2/28,3000,上海
2015/3/2,3000,上海
2015/3/3,3000,上海
2015/3/4,2990,上海
2015/3/5,2970,上海
2015/3/6,2970,上海
2015/3/9,2970,上海
2015/3/10,2970,上海
2015/3/11,2930,上海
2015/3/12,2930,上海
2015/3/13,2930,上海
2015/3/16,2930,上海
2015/3/17,2930,上海
2015/3/18,2930,上海
2015/3/19,2930,上海
2015/3/20,2930,上海
2015/3/23,2930,上海
2015/3/24,2940,上海
2015/3/25,2960,上海
2015/3/26,2960,上海
2015/3/27,2960,上海
2015/3/30,2940,上海
2015/3/31,2940,上海
2015/4/1,2940,上海
2015/4/2,2930,上海
2015/4/3,2930,上海
2015/4/7,2930,上海
2015/4/8,2910,上海
2015/4/9,2890,上海
2015/4/10,2890,上海
2015/4/13,2890,上海
2015/4/14,2900,上海
2015/4/15,2900,上海
2015/4/16,2900,上海
2015/4/17,2900,上海
2015/4/20,2900,上海
2015/4/21,2900,上海
2015/4/22,2900,上海
2015/4/23,2900,上海
2015/4/24,2910,上海
2015/4/27,2930,上海
2015/4/28,2930,上海
2015/4/29,2940,上海
2015/4/30,2940,上海
2015/5/4,2940,上海
2015/5/5,2940,上海
2015/5/6,2940,上海
2015/5/7,2940,上海
2015/5/8,2930,上海
2015/5/11,2930,上海
2015/5/12,2910,上海
2015/5/13,2910,上海
2015/5/14,2910,上海
2015/5/15,2910,上海
2015/5/18,2890,上海
2015/5/19,2890,上海
2015/5/20,2890,上海
2015/5/21,2880,上海
2015/5/22,2860,上海
2015/5/25,2860,上海
2015/5/26,2860,上海
2015/5/27,2860,上海
2015/5/28,2860,上海
2015/5/29,2860,上海
2015/6/1,2860,上海
2015/6/2,2860,上海
2015/6/3,2860,上海
2015/6/4,2860,上海
2015/6/5,2860,上海
2015/6/8,2830,上海
2015/6/9,2790,上海
2015/6/10,2790,上海
2015/6/11,2790,上海
2015/6/12,2760,上海
2015/6/15,2760,上海
2015/6/16,2760,上海
2015/6/17,2760,上海
2015/6/18,2740,上海
2015/6/19,2740,上海
2015/6/23,2720,上海
2015/6/24,2720,上海
2015/6/25,2700,上海
2015/6/26,2700,上海
2015/6/29,2700,上海
2015/6/30,2660,上海
2015/7/1,2660,上海
2015/7/2,2660,上海
2015/7/3,2660,上海
2015/7/6,2660,上海
2015/7/7,2640,上海
2015/7/8,2620,上海
2015/7/9,2620,上海
2015/7/10,2620,上海
2015/7/13,2620,上海
2015/7/14,2620,上海
2015/7/15,2590,上海
2015/7/16,2540,上海
2015/7/17,2540,上海
2015/7/20,2510,上海
2015/7/21,2510,上海
2015/7/22,2510,上海
2015/7/23,2510,上海
2015/7/24,2510,上海
2015/7/27,2510,上海
2015/7/28,2490,上海
2015/7/29,2490,上海
2015/7/30,2470,上海
2015/7/31,2470,上海
2015/8/3,2470,上海
2015/8/4,2470,上海
2015/8/5,2470,上海
2015/8/6,2470,上海
2015/8/7,2470,上海
2015/8/10,2470,上海
2015/8/11,2470,上海
2015/8/12,2470,上海
2015/8/13,2470,上海
2015/8/14,2470,上海
2015/8/17,2470,上海
2015/8/18,2470,上海
2015/8/19,2470,上海
2015/8/20,2470,上海
2015/8/21,2490,上海
2015/8/24,2490,上海
2015/8/25,2490,上海
2015/8/26,2490,上海
2015/8/27,2490,上海
2015/8/28,2490,上海
2015/8/31,2490,上海
2015/9/1,2490,上海
2015/9/2,2490,上海
2015/9/6,2490,上海
2015/9/7,2490,上海
2015/9/8,2490,上海
2015/9/9,2490,上海
2015/9/10,2490,上海
2015/9/11,2490,上海
2015/9/14,2490,上海
2015/9/15,2490,上海
2015/9/16,2490,上海
2015/9/17,2490,上海
2015/9/18,2490,上海
2015/9/21,2470,上海
2015/9/22,2470,上海
2015/9/23,2470,上海
2015/9/24,2450,上海
2015/9/25,2450,上海
2015/9/28,2450,上海
2015/9/29,2450,上海
2015/9/30,2450,上海
2015/10/8,2450,上海
2015/10/9,2420,上海
2015/10/10,2420,上海
2015/10/12,2420,上海
2015/10/13,2420,上海
2015/10/14,2420,上海
2015/10/15,2420,上海
2015/10/16,2420,上海
2015/10/19,2420,上海
2015/10/20,2420,上海
2015/10/21,2420,上海
2015/10/22,2420,上海
2015/10/23,2420,上海
2015/10/26,2420,上海
2015/10/27,2400,上海
2015/10/28,2400,上海
2015/10/29,2400,上海
2015/10/30,2400,上海
2015/11/2,2380,上海
2015/11/3,2380,上海
2015/11/4,2380,上海
2015/11/5,2380,上海
2015/11/6,2380,上海
2015/11/9,2380,上海
2015/11/10,2380,上海
2015/11/11,2380,上海
2015/11/12,2380,上海
2015/11/13,2380,上海
2015/11/16,2380,上海
2015/11/17,2380,上海
2015/11/18,2380,上海
2015/11/19,2380,上海
2015/11/20,2350,上海
2015/11/23,2330,上海
2015/11/24,2330,上海
2015/11/25,2310,上海
2015/11/26,2310,上海
2015/11/27,2310,上海
2015/11/30,2290,上海
2015/12/1,2290,上海
2015/12/2,2290,上海
2015/12/3,2290,上海
2015/12/4,2290,上海
2015/12/7,2290,上海
2015/12/8,2290,上海
2015/12/9,2290,上海
2015/12/10,2240,上海
2015/12/11,2190,上海
2015/12/14,2190,上海
2015/12/15,2190,上海
2015/12/16,2190,上海
2015/12/17,2190,上海
2015/12/23,2210,上海
2015/12/24,2210,上海
2015/12/25,2230,上海
2015/12/28,2230,上海
2015/12/29,2230,上海
2015/12/30,2230,上海
2015/12/31,2230,上海
2016/1/4,2230,上海
2016/1/5,2230,上海
2016/1/6,2230,上海
2016/1/7,2230,上海
2016/1/8,2230,上海
2016/1/11,2230,上海
2016/1/12,2230,上海
2016/1/13,2230,上海
2016/1/14,2230,上海
2016/1/18,2210,上海
2016/1/19,2210,上海
2016/1/20,2210,上海
2016/1/21,2210,上海
2016/1/22,2210,上海
2016/1/25,2210,上海
2016/1/26,2210,上海
2016/1/27,2210,上海
2016/1/28,2210,上海
2016/1/29,2210,上海
2016/2/1,2210,上海
2016/2/2,2210,上海
2016/2/3,2210,上海
2016/2/4,2210,上海
2016/2/5,2210,上海
2016/2/6,2210,上海
2016/2/14,2210,上海
2016/2/15,2210,上海
2016/2/16,2210,上海
2016/2/17,2210,上海
2016/2/18,2210,上海
2016/2/19,2210,上海
2016/2/22,2210,上海
2016/2/23,2280,上海
2016/2/24,2300,上海
2016/2/25,2300,上海
2016/2/26,2300,上海
2016/2/29,2300,上海
2016/3/1,2300,上海
2016/3/2,2300,上海
2016/3/3,2380,上海
2016/3/4,2500,上海
2016/3/7,2700,上海
2016/3/8,2840,上海
2016/3/9,2840,上海
2016/3/10,2840,上海
2016/3/11,2840,上海
2016/3/14,2790,上海
2016/3/15,2790,上海
2016/3/16,2740,上海
2016/3/17,2700,上海
2016/3/18,2780,上海
2016/3/21,2780,上海
2016/3/22,2780,上海
2016/3/23,2780,上海
2016/3/24,2800,上海
2016/3/25,2800,上海
2016/3/28,2800,上海
2016/3/29,2800,上海
2016/3/30,2800,上海
2016/3/31,2800,上海
2016/4/1,2800,上海
2016/4/5,2800,上海
2016/4/6,2800,上海
2016/4/7,2840,上海
2016/4/8,2840,上海
2016/4/11,2930,上海
2016/4/12,3010,上海
2016/4/13,3060,上海
2016/4/14,3090,上海
2016/4/15,3090,上海
2016/4/18,3130,上海
2016/4/19,3230,上海
2016/4/20,3380,上海
2016/4/21,3430,上海
2016/4/22,3430,上海
2016/4/25,3430,上海
2016/4/26,3430,上海
2016/4/27,3430,上海
2016/4/28,3370,上海
2016/4/29,3370,上海
2016/5/3,3370,上海
2016/5/4,3370,上海
2016/5/5,3370,上海
2016/5/6,3300,上海
2016/5/9,3200,上海
2016/5/10,3190,上海
2016/5/11,3190,上海
2016/5/12,3190,上海
2016/5/13,3190,上海
2016/5/16,3130,上海
2016/5/17,3130,上海
2016/5/18,3130,上海
2016/5/19,3130,上海
2016/5/20,3130,上海
2016/5/23,3100,上海
2016/5/24,3100,上海
2016/5/25,3100,上海
2016/5/26,3100,上海
2016/5/27,3100,上海
2016/5/30,3100,上海
2016/5/31,3100,上海
2016/6/1,3100,上海
2016/6/2,3080,上海
2016/6/3,3080,上海
2016/6/6,3080,上海
2016/6/7,3080,上海
2016/6/8,3080,上海
2016/6/12,3080,上海
2016/6/13,3080,上海
2016/6/14,3080,上海
2016/6/15,3080,上海
2016/6/16,3080,上海
2016/6/17,3030,上海
2016/6/20,3010,上海
2016/6/21,2980,上海
2016/6/22,2980,上海
2016/6/23,2980,上海
2016/6/24,2930,上海
2016/6/27,2930,上海
2016/6/28,2930,上海
2016/6/29,2900,上海
2016/6/30,2900,上海
2016/7/1,2870,上海
2016/7/4,2870,上海
2016/7/5,2870,上海
2016/7/6,2870,上海
2016/7/7,2850,上海
2016/7/8,2850,上海
2016/7/11,2850,上海
2016/7/12,2850,上海
2016/7/13,2880,上海
2016/7/14,2880,上海
2016/7/15,2880,上海
2016/7/18,2880,上海
2016/7/19,2880,上海
2016/7/20,2880,上海
2016/7/21,2880,上海
2016/7/22,2880,上海
2016/7/25,2850,上海
2016/7/26,2830,上海
2016/7/27,2830,上海
2016/7/28,2830,上海
2016/7/29,2830,上海
2016/8/1,2830,上海
2016/8/2,2830,上海
2016/8/3,2850,上海
2016/8/4,2850,上海
2016/8/5,2850,上海
2016/8/8,2870,上海
2016/8/9,2930,上海
2016/8/10,2930,上海
2016/8/11,2930,上海
2016/8/12,2910,上海
2016/8/15,2910,上海
2016/8/16,2910,上海
2016/8/17,2960,上海
2016/8/18,2930,上海
2016/8/19,2930,上海
2016/8/22,2940,上海
2016/8/23,2960,上海
2016/8/24,2960,上海
2016/8/25,2960,上海
2016/8/26,2950,上海
2016/8/29,2950,上海
2016/8/30,2950,上海
2016/8/31,2950,上海
2016/9/1,2950,上海
2016/9/2,2950,上海
2016/9/5,2950,上海
2016/9/6,2950,上海
2016/9/7,2950,上海
2016/9/8,2950,上海
2016/9/9,2950,上海
2016/9/12,2950,上海
2016/9/13,2930,上海
2016/9/14,2930,上海
2016/9/18,2930,上海
2016/9/19,2930,上海
2016/9/20,2910,上海
2016/9/21,2910,上海
2016/9/22,2900,上海
2016/9/23,2900,上海
2016/9/26,2900,上海
2016/9/27,2900,上海
2016/9/28,2900,上海
2016/9/29,2900,上海
2016/9/30,2900,上海
2016/10/8,2900,上海
2016/10/9,2900,上海
2016/10/10,2930,上海
2016/10/11,2930,上海
2016/10/12,2930,上海
2016/10/13,2950,上海
2016/10/14,2950,上海
2016/10/17,2970,上海
2016/10/18,2970,上海
2016/10/19,2990,上海
2016/10/20,2990,上海
2016/10/21,2990,上海
2016/10/24,2990,上海
2016/10/25,3010,上海
2016/10/26,3040,上海
2016/10/27,3040,上海
2016/10/28,3060,上海
2016/10/31,3060,上海
2016/11/1,3060,上海
2016/11/2,3090,上海
2016/11/3,3120,上海
2016/11/4,3160,上海
2016/11/7,3210,上海
2016/11/8,3290,上海
2016/11/9,3410,上海
2016/11/10,3460,上海
2016/11/11,3460,上海
2016/11/14,3460,上海
2016/11/15,3460,上海
2016/11/16,3440,上海
2016/11/17,3410,上海
2016/11/18,3410,上海
2016/11/21,3410,上海
2016/11/22,3430,上海
2016/11/23,3460,上海
2016/11/24,3490,上海
2016/11/25,3490,上海
2016/11/28,3630,上海
2014/1/2,4280,南京
2014/1/3,4280,南京
2014/1/6,4280,南京
2014/1/7,4280,南京
2014/1/8,4280,南京
2014/1/9,4280,南京
2014/1/10,4280,南京
2014/1/13,4280,南京
2014/1/14,4280,南京
2014/1/15,4280,南京
2014/1/16,4280,南京
2014/1/17,4280,南京
2014/1/20,4280,南京
2014/1/21,4280,南京
2014/1/22,4280,南京
2014/1/23,4280,南京
2014/1/24,4280,南京
2014/1/26,4280,南京
2014/1/27,4280,南京
2014/1/28,4280,南京
2014/1/29,4280,南京
2014/1/30,4280,南京
2014/2/7,4280,南京
2014/2/8,4280,南京
2014/2/10,4280,南京
2014/2/11,4280,南京
2014/2/12,4280,南京
2014/2/13,4280,南京
2014/2/14,4280,南京
2014/2/17,4280,南京
2014/2/18,4280,南京
2014/2/19,4330,南京
2014/2/20,4330,南京
2014/2/21,4330,南京
2014/2/24,4330,南京
2014/2/25,4330,南京
2014/2/26,4330,南京
2014/2/27,4330,南京
2014/2/28,4330,南京
2014/3/4,4330,南京
2014/3/5,4330,南京
2014/3/6,4330,南京
2014/3/7,4270,南京
2014/3/10,4270,南京
2014/3/11,4270,南京
2014/3/12,4270,南京
2014/3/13,4270,南京
2014/3/14,4270,南京
2014/3/17,4270,南京
2014/3/18,4270,南京
2014/3/19,4270,南京
2014/3/20,4270,南京
2014/3/21,4270,南京
2014/3/24,4270,南京
2014/3/25,4270,南京
2014/3/26,4270,南京
2014/3/27,4270,南京
2014/3/28,4270,南京
2014/3/31,4270,南京
2014/4/1,4270,南京
2014/4/2,4270,南京
2014/4/3,4270,南京
2014/4/4,4300,南京
2014/4/8,4330,南京
2014/4/9,4380,南京
2014/4/10,4380,南京
2014/4/11,4380,南京
2014/4/14,4380,南京
2014/4/15,4380,南京
2014/4/16,4380,南京
2014/4/17,4380,南京
2014/4/18,4380,南京
2014/4/22,4380,南京
2014/4/23,4330,南京
2014/4/24,4330,南京
2014/4/25,4330,南京
2014/4/28,4330,南京
2014/4/29,4330,南京
2014/4/30,4330,南京
2014/5/4,4330,南京
2014/5/5,4330,南京
2014/5/6,4330,南京
2014/5/7,4330,南京
2014/5/8,4330,南京
2014/5/9,4330,南京
2014/5/12,4330,南京
2014/5/13,4330,南京
2014/5/14,4330,南京
2014/5/15,4330,南京
2014/5/16,4280,南京
2014/5/19,4280,南京
2014/5/20,4280,南京
2014/5/21,4280,南京
2014/5/22,4280,南京
2014/5/23,4280,南京
2014/5/26,4280,南京
2014/5/27,4280,南京
2014/5/28,4280,南京
2014/5/29,4280,南京
2014/5/30,4280,南京
2014/6/3,4280,南京
2014/6/4,4280,南京
2014/6/5,4280,南京
2014/6/6,4280,南京
2014/6/9,4280,南京
2014/6/10,4280,南京
2014/6/11,4280,南京
2014/6/12,4280,南京
2014/6/13,4280,南京
2014/6/16,4280,南京
2014/6/17,4280,南京
2014/6/18,4280,南京
2014/6/19,4280,南京
2014/6/20,4280,南京
2014/6/23,4280,南京
2014/6/24,4280,南京
2014/6/25,4280,南京
2014/6/26,4280,南京
2014/6/27,4280,南京
2014/6/30,4280,南京
2014/7/1,4280,南京
2014/7/2,4280,南京
2014/7/3,4280,南京
2014/7/4,4280,南京
2014/7/7,4280,南京
2014/7/8,4280,南京
2014/7/9,4280,南京
2014/7/10,4280,南京
2014/7/11,4280,南京
2014/7/14,4280,南京
2014/7/15,4280,南京
2014/7/16,4280,南京
2014/7/17,4280,南京
2014/7/18,4280,南京
2014/7/21,4280,南京
2014/7/22,4280,南京
2014/7/23,4230,南京
2014/7/24,4230,南京
2014/7/25,4230,南京
2014/7/28,4230,南京
2014/7/29,4230,南京
2014/7/30,4230,南京
2014/7/31,4230,南京
2014/8/1,4230,南京
2014/8/4,4230,南京
2014/8/5,4230,南京
2014/8/6,4230,南京
2014/8/7,4230,南京
2014/8/8,4230,南京
2014/8/11,4230,南京
2014/8/12,4230,南京
2014/8/13,4230,南京
2014/8/14,4230,南京
2014/8/15,4230,南京
2014/8/18,4230,南京
2014/8/19,4230,南京
2014/8/20,4230,南京
2014/8/21,4230,南京
2014/8/22,4230,南京
2014/8/25,4230,南京
2014/8/26,4230,南京
2014/8/27,4230,南京
2014/8/28,4230,南京
2014/8/29,4230,南京
2014/9/1,4180,南京
2014/9/2,4180,南京
2014/9/3,4180,南京
2014/9/4,4180,南京
2014/9/5,4180,南京
2014/9/9,4080,南京
2014/9/10,4030,南京
2014/9/11,3980,南京
2014/9/12,3980,南京
2014/9/15,3980,南京
2014/9/16,3980,南京
2014/9/17,3980,南京
2014/9/18,3930,南京
2014/9/19,3900,南京
2014/9/22,3900,南京
2014/9/23,3870,南京
2014/9/24,3870,南京
2014/9/25,3870,南京
2014/9/26,3870,南京
2014/9/28,3820,南京
2014/9/29,3820,南京
2014/9/30,3820,南京
2014/10/8,3820,南京
2014/10/9,3820,南京
2014/10/10,3820,南京
2014/10/11,3820,南京
2014/10/13,3820,南京
2014/10/14,3820,南京
2014/10/15,3820,南京
2014/10/16,3820,南京
2014/10/17,3820,南京
2014/10/20,3820,南京
2014/10/21,3820,南京
2014/10/22,3820,南京
2014/10/23,3740,南京
2014/10/24,3720,南京
2014/10/27,3700,南京
2014/10/28,3700,南京
2014/10/29,3700,南京
2014/10/30,3700,南京
2014/10/31,3700,南京
2014/11/3,3700,南京
2014/11/4,3700,南京
2014/11/5,3700,南京
2014/11/6,3700,南京
2014/11/7,3700,南京
2014/11/10,3700,南京
2014/11/11,3700,南京
2014/11/12,3700,南京
2014/11/13,3700,南京
2014/11/14,3700,南京
2014/11/17,3700,南京
2014/11/18,3700,南京
2014/11/19,3700,南京
2014/11/20,3700,南京
2014/11/21,3700,南京
2014/11/24,3700,南京
2014/11/25,3700,南京
2014/11/26,3700,南京
2014/11/27,3700,南京
2014/11/28,3700,南京
2014/12/1,3700,南京
2014/12/2,3700,南京
2014/12/3,3700,南京
2014/12/4,3700,南京
2014/12/5,3700,南京
2014/12/8,3700,南京
2014/12/9,3700,南京
2014/12/10,3700,南京
2014/12/11,3700,南京
2014/12/12,3700,南京
2014/12/15,3700,南京
2014/12/16,3700,南京
2014/12/17,3700,南京
2014/12/18,3700,南京
2014/12/19,3700,南京
2014/12/22,3700,南京
2014/12/23,3700,南京
2014/12/24,3700,南京
2014/12/25,3700,南京
2014/12/26,3700,南京
2014/12/29,3700,南京
2014/12/30,3700,南京
2014/12/31,3700,南京
2015/1/4,3700,南京
2015/1/5,3700,南京
2015/1/6,3700,南京
2015/1/7,3700,南京
2015/1/8,3700,南京
2015/1/9,3650,南京
2015/1/12,3600,南京
2015/1/13,3600,南京
2015/1/14,3600,南京
2015/1/15,3550,南京
2015/1/16,3550,南京
2015/1/19,3550,南京
2015/1/20,3550,南京
2015/1/21,3550,南京
2015/1/22,3550,南京
2015/1/23,3550,南京
2015/1/26,3520,南京
2015/1/27,3520,南京
2015/1/28,3520,南京
2015/1/29,3520,南京
2015/1/30,3520,南京
2015/2/2,3520,南京
2015/2/3,3520,南京
2015/2/4,3520,南京
2015/2/5,3520,南京
2015/2/6,3520,南京
2015/2/9,3520,南京
2015/2/10,3520,南京
2015/2/11,3520,南京
2015/2/12,3520,南京
2015/2/13,3520,南京
2015/2/15,3520,南京
2015/2/16,3520,南京
2015/2/17,3520,南京
2015/2/25,3520,南京
2015/2/26,3520,南京
2015/2/27,3520,南京
2015/2/28,3520,南京
2015/3/2,3520,南京
2015/3/3,3520,南京
2015/3/4,3520,南京
2015/3/5,3470,南京
2015/3/6,3470,南京
2015/3/9,3420,南京
2015/3/10,3370,南京
2015/3/11,3320,南京
2015/3/12,3320,南京
2015/3/13,3320,南京
2015/3/16,3320,南京
2015/3/17,3320,南京
2015/3/18,3320,南京
2015/3/19,3320,南京
2015/3/20,3320,南京
2015/3/23,3320,南京
2015/3/24,3320,南京
2015/3/25,3320,南京
2015/3/26,3320,南京
2015/3/27,3320,南京
2015/3/30,3320,南京
2015/3/31,3320,南京
2015/4/1,3320,南京
2015/4/2,3320,南京
2015/4/3,3320,南京
2015/4/7,3320,南京
2015/4/8,3270,南京
2015/4/9,3270,南京
2015/4/10,3270,南京
2015/4/13,3270,南京
2015/4/14,3270,南京
2015/4/15,3270,南京
2015/4/16,3270,南京
2015/4/17,3270,南京
2015/4/20,3220,南京
2015/4/21,3220,南京
2015/4/22,3220,南京
2015/4/23,3220,南京
2015/4/24,3220,南京
2015/4/27,3220,南京
2015/4/28,3220,南京
2015/4/29,3220,南京
2015/4/30,3220,南京
2015/5/4,3220,南京
2015/5/5,3220,南京
2015/5/6,3220,南京
2015/5/7,3220,南京
2015/5/8,3220,南京
2015/5/11,3200,南京
2015/5/12,3200,南京
2015/5/13,3200,南京
2015/5/14,3200,南京
2015/5/15,3200,南京
2015/5/18,3200,南京
2015/5/19,3200,南京
2015/5/20,3150,南京
2015/5/21,3150,南京
2015/5/22,3150,南京
2015/5/25,3150,南京
2015/5/26,3150,南京
2015/5/27,3150,南京
2015/5/28,3150,南京
2015/5/29,3150,南京
2015/6/1,3150,南京
2015/6/2,3150,南京
2015/6/3,3100,南京
2015/6/4,3100,南京
2015/6/5,3100,南京
2015/6/8,3070,南京
2015/6/9,3070,南京
